question,answer,question_type,skills,answer_type
what were the percentages of working women in the top 1% who were either living alone or with non-family members and their male counterparts respectively?,<13.9>\,Composition,Filtering entity,Number
for workers in the top 1%\,who were more likely to have one children?,Simple,No skill,Person
for workers in the bottom 90%\,who were more likely to have one children \,Simple,No skill,Person
what was the percentage of women in the top 1% who had no child and their male counterparts respectively?,<41.6>\,Intersection,Negation,Number
for workers in the top 1%\,who had fewer children\,Simple,No skill,Person
what was the percentage of women in the top 1% who had only one child and their male counterparts respectively?,<19.6>\,Intersection,Unique,Number
what was the percentage of working men in the top 1% who had two or more children and their female counterparts respectively?,<45.2>\,Intersection,Counting,Number
what was the percentage of men in top 1% who had three or more children and their female counterparts respectively?,<15.4>\,Intersection,Counting,Number
what were the percentages of working women in the top 1% who lived in toronto and their male counterparts respectively?,<31.5>\,Intersection,Difference,Number
what was the percentage of women in the bottom 90% who lived in toronto?,16.9,Simple,Difference,Number
for workers in the top 1%\,who were less likely to live in calgary or edmonton?,Simple,No skill,Person
what was the percentage of working women in the top 1% who obtained a bachelor's degree or higher in 2015.,74.2,Simple,Counting,Number
what was the percentage of working men in the top 1% who obtained a bachelor's degree or higher in 2015.,70,Simple,Counting,Number
for workers in the top 1%\,who were more likely to obtain a university certificate or diploma above the bachelor's level\,Simple,No skill,Person
for those in the top 1%\,who were less likely to study in architecture\,Simple,No skill,Person
what were the percentages of women in the top1% who studied in physical and life sciences and technology and their counterparts respectively?,<5.7>\,Intersection,Counting,Number
what were the percentages of women in the top1% who studied in mathematics\, computer science and information sciences and their counterparts respectively?,Simple,No skill,Person
for workers in the top1%\,who were more likely to have studied social and behavioural sciences and law\,Simple,No skill,Person
what were the percentages of women in the top1% who studied inbusiness\, management and public administration and their counterparts respectively?,Simple,No skill,Person
how many hours did women in the top1% who were living alone or with non-family members work and their male counterparts respectively?,<45.8>\,Composition,Filtering entity;Counting,Number
how many hours did women in the top 1% who were married or in a common-law relationship work?,42.3,Simple,Counting,Number
what was the average time(hours)did women in the top 1% who had one or two children work?,42.1,Simple,Average,Number
what was the number of the median amount of debt held by senior families with debt (dollars)?,25000.0,Composition,Filtering entity;Counting,Number
what was the number of median level of assets held by senior families with debt in 2016?,607400.0,Composition,Filtering entity;Counting,Number
what was the change in average debt and average assets between 1999 and 2016 respectively?,<50000.0>\,Simple,Average,Number
how much(dollars) was the median net worth of senior families with debt in 2016?,537400.0,Composition,Filtering entity,Number
list the top 2 families with the largest increases.,<fourth quintile>\,Simple,Superlative;Filtering entity,Person
what was the percentage of incidents of violent crime that were classified as unfounded?,12.2,Composition,Counting,Number
what was the percentage of sexual assaults (levels 1\, 2 and 3) reported to police classified as unfounded?,Simple,No skill,Person
list the top3 offences most likely to be classified as unfounded by police.,<criminal harassment>\,Intersection,Superlative,Person
what were the percentages of robbery and extortion classified as unfounded?,<4.9>\,Simple,Counting,Number
what was the number of incidents of sexual assault reported to police in 2017 that were deemed to be unfounded?,3835.0,Composition,Counting,Date
what was the percentage of sexual assault representing of all founded incidents of violent crime?,0.059757,Simple,Counting,Number
what were the percentages of physical assaults (levels 1\, 2\,Simple,Counting,Number
list the top3 provinces and territories with the greatest decrease.,<prince edward island>\,Simple,Filtering entity,Person
what was the multiple relationship between immigrant seniors aged 65 and older and immigrants aged 25 to 34?,3.608696,Simple,Counting,Number
what was the adjusted rate among the longer-tenured immigrants(16 to 20 years) ?,9.5,Simple,Counting,Number
what was the multiple relationship between immigrants with no knowledge of english or french and immigrants with knowledge of both languages?,1.446809,Composition,Negation;Filtering entity,Number
what was the multiple relationship between immigrants with a secondary school education and those with a non-university postsecondary education?,1.118644,Composition,Filtering entity,Number
which difficulties factors has positive correlations among all five factors?,<f1. emotional symptoms>\,Simple,No skill,Person
which factor correlated negatively with other four difficulties factors?,f5. prosocial behaviour,Composition,Filtering entity,Person
what was the range of comparison group rates in 2012?,<1.3>\,Simple,Counting,Number
who had shorter survival times\,low participating men and women or those frequently in community-related activities?,Simple,No skill,Person
for women\,who had shorter survival time\,Simple,No skill,Person
which league did niklas hult appear in club nice for the 2014-15 season?,ligue 1,Simple,Counting,Number
what is the maximum and minimum of all standardized factor loadings for the five-factor model?,<0.9>\,Intersection,Counting,Number
what is the minimum of all five factors' composite reliability?,peer problems,Simple,No skill,Person
what was the percentage of male stem graduates?,69.8,Simple,Counting,Number
what was the percentage of those married or in a common-law relationship of the sample?,77.5,Simple,Counting,Number
what was the percentage of those single in 2016?,17.1,Simple,Counting,Number
what was the percentage of those did not have children younger than 6 in either 2006 or 2016?,65.3,Simple,Negation;Comparative,Number
what was the percentage of those who had children younger than 6 in 2006 and 2016?,2.1,Intersection,Comparative,Number
what was the percentage of respondents reported being a member of a visible minority group?,25.2,Simple,Counting,Number
for those with stem credentials\,who had a higher proportion of immigrants?,Simple,Filtering entity,Person
what was the percentage of stem graduates identified as a member of an aboriginal group in the longitudinal sample?,1.1,Simple,Counting,Number
what were the percentages of men and women reported being a member of an aboriginal group respectively?,<1.0>\,Intersection,Counting,Number
what was the percentage of respondents who achieved their highest level of education outside canada?,20.9,Simple,Superlative,Number
among those who achieved their highest level of education outside canada\,who had a higher proportion\,Simple,Superlative,Person
who had a higher proportion\,graduates reported a college diploma or university certificate below the bachelor's level or those with a bachelor's degree as their highest level of education?,Simple,No skill,Person
who were more likely to have college-level credentials?,men,Simple,No skill,Unknown
which stem field of study had the largest proportion of stem graduates?,engineering and engineering technology,Simple,Superlative,Person
what were the percentages of male and female stem graduates who had studied engineering or engineering technology respectively?,<58.2>\,Simple,Counting,Number
who were more likely to have studied biological\, general or integrated sciences\,Simple,No skill,Person
what was the percentage of stem graduates who had studied mathematics or computer and information sciences?,25.1,Simple,Counting,Number
who were less likely to work in a stem occupation\,men and women who identified as visible minorities or their counterparts who did not identify as a minority?,Simple,No skill,Person
who were less likely to be employed in a stem occupation in 2006\,aboriginal men with stem credentials or their non-aboriginal counterparts?,Simple,No skill,Person
who were less likely to be employed in a stem occupation\,stem graduates who held a college diploma or a university certificate below the bachelor's level or bachelor's degree holders.,Simple,No skill,Person
who were more likely to work in a stem occupation\,men and women who obtained their stem credentials in canada or their counterparts who studied outside canada?,Simple,No skill,Person
who were less likely to be working in stem occupations\,men and women who studied physical or chemical sciences or biological\,Simple,No skill,Person
who were more likely to be working in a stem occupation\, men who studied mathematics or computer and information sciences or men who studied engineering or engineering technology?,Simple,No skill,Person
who were less likely to be employed in a stem occupation than women who had studied engineering or engineering technology\,women who studied mathematics or computer and information sciences or women who had studied engineering or engineering technology?,Simple,No skill,Person
when was the washington capitals season established?,1974-75,Simple,Filtering time,Date
how many respondents are included in the analyses?,108700.0,Simple,Counting,Number
which kind of adults aged 65 years and older has the lowest proportion?,<has a cmc>\,Intersection,Superlative,Unknown
what is the lowest proportion observed among adults aged 65 years and older?,28.0,Simple,Superlative,Number
which factor is most strongly associated with non-vaccination in this group?,<no>\,Composition,Superlative;Filtering entity,Unknown
what is the proportion of non-vaccinated persons among adults aged 18 to 64 years with a cmc?,62.2,Composition,Filtering entity,Number
how many canadians aged 19 to 79 have worked in noisy environments?,10978.0,Simple,Counting,Number
which sex is more to experience noisy workplaces?,men,Simple,No skill,Unknown
which women age group is most likely to experience a history of work in noisy environments?,19 to 39,Simple,Superlative,Number
how many canadians are currently working in noisy environments over the 2012-to-2015 period?,3550.0,Simple,Counting,Date
what is the percentage of canadians are currently working in noisy environments over the 2012-to-2015 period?,13.8,Simple,Counting,Number
what is the percentage of workers who are vulnerable to loud noise among those who are currently working in noisy environments?,50.1,Simple,Counting,Number
which kind of people who worked in noisy environments is more likely to be vulnerable\, the self-employed or employees?,Simple,No skill,Person
what is the proportion of employees who worked in noisy environments to be vulnerable?,46.7,Simple,Counting,Number
what is the proportion of the self-employed who worked in noisy environments to be vulnerable?,72.1,Simple,Counting,Number
which kind of occupational category is more likely to work in noisy environments\, blue-collar or white-collar?,Simple,No skill,Person
which kind of occupational category is less likely to be vulnerable to excessive noise\, blue-collar or white-collar?,Simple,No skill,Person
what is the percentage of people in blue-collar occupations to be vulnerable to excessive noise?,38.5,Simple,Counting,Number
what is the percentage of people in white-collar occupations to be vulnerable to excessive noise?,66.2,Simple,Counting,Number
which sex is more likely to identify machinery and modes of transportation as the sources of loud workplace noise among vulnerable workers\, men or women?,Intersection,No skill,Person
what is the percentage of men identify machinery and modes of transportation as the sources of loud workplace noise among vulnerable workers?,81.4,Intersection,Counting,Number
what is the percentage of women identify machinery and modes of transportation as the sources of loud workplace noise among vulnerable workers?,50.5,Intersection,Counting,Number
which sex is more likely to experience loud workplace noise caused by amplified music and noise from people\, men or women?,Intersection,No skill,Person
what is the percentage of women experience loud workplace noise caused by amplified music and noise from people?,42.7,Intersection,Counting,Number
what is the percentage of men experience loud workplace noise caused by amplified music and noise from people?,20.1,Intersection,Counting,Number
how many years have most vulnerable women worked in noisy environments?,less than 5 years,Simple,Superlative;Counting,Person
what is the percentage of men working in noisy environments for less than five years?,44.6,Simple,Comparative;Filtering numeric,Number
which sex is more likely to have worked in noisy environments for 10 years or more\, men or women?,Simple,No skill,Person
what is the percentage of vulnerable men having worked in noisy environments for 10 years or more?,37.5,Simple,Counting,Number
what is the percentage of vulnerable men having worked in noisy environments for 10 years or more?,22.9,Simple,Counting,Number
which methods are sending fees lower for\, emt methods or non-emt methods?,Simple,No skill,Person
what is the percentage of sending fees for emts?,4.1,Simple,Counting,Number
what is the percentage of sending fees for non-emt methods?,5.8,Simple,Counting,Number
what is the percentage of the fees for sending remittances to eastern asia for funds sent via emt methods?,1.3,Simple,Counting,Number
what is the percentage of the fees for sending remittances to eastern asia for funds sent via non-emt methods?,2.2,Simple,Counting,Number
what is the percentage of the average fees for funds sent via emt methods for remittances sent to the americas?,5.7,Simple,Average,Number
what is the percentage of the average fees for funds sent via non-emt methods for remittances sent to the americas?,8.8,Simple,Average,Number
in which season did archie thompson sign the gippsland falcons in the national soccer league?,1996-97,Simple,Filtering time,Date
what is the average age of women in the 2006 census- 2011 national household survey linkage?,30.5,Simple,Average,Number
what is ther percentage of women who had no postsecondary qualifications in the 2006 census- 2011 national household survey linkage samples?,29.3,Simple,Negation,Number
what is the percentage of women who were single in the 2006 census-2011 national household survey linkage samples?,38.9,Simple,Counting,Number
what is the average number of children under the age of 18 in the 2006 census- 2011 national household survey linkage samples?,0.93,Simple,Average;Counting,Number
what is the percentage of the working women who are wage earners in the 2006 census- 2011 national household survey linkage samples?,93.4,Simple,Counting,Number
what is the percentage of working women who are wage earners in the full 2006 census data?,93.4,Simple,Counting,Number
what is the percentage of self-employed women who are incorporated in the 2006 census- 2011 national household survey linkage samples?,1.5,Simple,Counting,Number
what is the percentage of self-employed women who are unincorporated in the 2006 census- 2011 national household survey linkage samples?,5.1,Simple,Counting,Number
what is the percentage of self-employed women who are incorporated in the full 2006 census data?,1.6,Simple,Counting,Number
what is the percentage of self-employed women who are unincorporated in the full 2006 census data?,5.0,Simple,Counting,Number
what is the number and percentage of grandparents in a shared home with their grandchildren who also lived with one or more persons from the middle generation?,<511685.0>\,Composition,Filtering entity;Difference,Number
co-residing grandparents were more likely to live with a middle generation comprised of a couple or a lone parent?,couple,Simple,Filtering entity,Unknown
what percentage of co-residing grandparents lived with a middle generation comprised of either both a couple and a lone parent or a more complex combination?,2.5,Composition,Filtering entity;Difference,Number
how many grandparents aged 45 and over in a shared home were in a skip-generation household in 2011?,72665.0,Intersection,Counting,Number
what percentage of randparents aged 45 and over in a shared home were in a skip-generation household in 2011?,12.4,Intersection,Counting,Number
what percentage of grandparents in skip-generation households had responsibility for household payments?,80.3,Simple,Counting,Number
what percentage of grandparents in multigenerational households with a lone-parent middle generation had responsibility for household payments?,74.7,Composition,Filtering entity,Number
when the middle generation was a couple\, what percentage of grandparents contributed financially to household payments?,Simple,No skill,Person
how many appearances did ryan dickson make in brentford during 2007-08 season?,21.0,Simple,Counting,Number
how many appearances did ryan dickson make during brentford's 2008-09 league two in a football league trophy?,43.0,Simple,Counting,Number
how many members were elected using the two-round system?,151.0,Simple,Counting,Number
in 2015\, which division did barrera appear for the union mar del plata?,Simple,No skill,Person
how many percent did the department of health and human services (hhs)\, nsf\,Simple,Counting,Unknown
how many percent did hhs account of all federally funded obligations?,0.579975,Simple,Counting,Number
how many percent did nsf account of all federally funded obligations?,0.169147,Simple,Counting,Number
how many percent did dod account of all federally funded obligations?,0.115899,Simple,Counting,Number
during the 1985-86 season\, what leagues and cups did red star belgrade participate in?,Simple,No skill,Person
what is the peak chart position of peter cetera debuted single hold me 'til the mornin' comes in the us?,40.0,Simple,Counting,Number
what is the final result for dafne schippers?,10.81 nr,Simple,Counting,Number
what is ther percentage of women who had been wage earners in 2006 remained wage earners in 2011?,87.9,Simple,Counting,Number
what is the percentage of women who were wage employees in 2006 made a transition to self-employment in 2011?,4.3,Simple,Counting,Number
what is the percentage of all women who had been unincorporated self-employed in 2006 became wage empolyees in 2011?,46.1,Simple,Counting,Number
what is the percentage of other women who were wage employees in 2006 remained in wage employment in 2011?,88.9,Simple,Counting,Number
what is the percentage of new mothers who were wage employees in 2006 remained in wage employment in 2011?,82.7,Simple,Counting,Number
what was the overall missed rate of nprs in 2011?,43.2,Simple,Aggregation,Number
what percentage of nprs aged 20 to 24 were missed in the 2011 census?,49.4,Simple,Counting,Number
what percentage of nprs 30 to 34 years were missed in the 2011 census?,31.4,Simple,Counting,Number
what was the missed rate of nprs who were not in a couple?,47.3,Simple,Negation,Number
what percentage is the missed rate of nprs who were not in a couple higher than that of nprs who were in a couple?,14.6,Composition,Negation;Comparative,Number
what percentage of nprs who were granted temporary residence in canada two or more years before census day were missed?,36.4,Simple,Comparative;Filtering time,Number
who were less likely to be missed\, refugee status claimants or nprs who held a work permit?,Simple,No skill,Person
which had greater accuracy\,urban postal codes or rural and mixed postal codes?,Simple,No skill,Person
which had the best accuracy?,e\,Simple,Superlative,Unknown
what was the number of median distance (km)of e\, g\,Simple,Counting,Unknown
list the delivery mode type with the greatest median distances.,h\,Simple,Filtering entity,Unknown
what was the median distance for blockfaces(km)?,0.13,Simple,Counting,Number
list the community size with the longest median distance.,fewer than 10\,Simple,Superlative;Filtering entity,Person
what were the percentages of ordinary households (dmt a)\,large apartment buildings (dmt b) and businesses or institutions (dmt e\,Simple,No skill,Person
what were the percentages of rural postal codes (dmt w) and mixed urban and rural postal codes (dmt h\, k\,Simple,No skill,Unknown
what were the percentages of blockface and dissemination block geocoded to within 500 m of their full street address?,<91.4>\,Intersection,Counting,Number
what was the percentage of dissemination area representative points geocoded to within 5 km of their residence?,45.9,Simple,Counting,Number
what was the percentage of communities of 10\,000 to 99\,Simple,Counting,Number
what was the percentage of rural areas and small towns geocoded to within 5 km of their residence?,45.7,Intersection,Counting,Number
for vietnam and the middle east\,who had higher all-cause ashrs \,Simple,No skill,Person
what was the number of the ashrs of polish refugees?,454.4,Simple,Counting,Number
list the top 3 fields of study least likely to experience persistent overqualification.,<mathematics\,Simple,Superlative,Unknown
what was the percentage of predicted probability of graduates in humanities programs being overqualified in both 2006 and 2016?,11.4,Intersection,Counting,Number
what were the predicted probabilities of graduates of programs in visual and performing arts and communications technology and in social and behavioural sciences and law being persistent overqualified?,<8.2>\,Intersection,Counting,Number
list the top 3 locations of study least likely to be overqualified.,<northern europe>\,Simple,Superlative,Person
what was the predicted probability of being overqulified for those who graduated in southern asia and southeast asia respectively?,<18.2>\,Intersection,Counting,Number
what was the life expectancy for men and women at birth in british columbia respectively?,<80.4>\,Intersection,Counting,Number
which region had the lowest life expectancy at birth?,nunavut,Simple,Superlative,Unknown
what were the changes for property crime in alberta and other criminal code offences in newfoundland and labrador and new brunswick from 2009 to 2017?,<13.0>\,Intersection,Counting,Number
tony waddington played seven seasons in the third division north\, how many appearances did he make?,Simple,Ordinal,Person
tony waddington played seven seasons in the third division north\, how many goals did he score?,Simple,Ordinal,Person
which share of occupations has a substantial decline in the occupational distribution of new mothers who remained in wage employment between 2006 and 2011?,sales and service,Intersection,No skill,Person
which occupations show an increase in the distribution of new mothers who switched to self-empoloyment in 2011\, compared with the 2006 distribution?,Simple,Filtering time,Date
which occupations have the least change in the distribution of new mothers who switched to self-employment\, compared with the 2006 distribution?,Simple,Superlative,Date
which occupations have substantial reductions in the distribution of new mothers who switched to self-employment in 2011\, compared with the 2006 distribution?,Simple,Filtering time,Date
what were the percent changes in the csi from 2009 in rural alberta and saskatchewan ?,<17.0>\,Intersection,Counting,Number
what was the percentage of canadians who said they had a great deal of confidence in their local police?,45.0,Simple,Counting,Number
who were less likely to report having a great deal of confidence in their local police\,those residing in rural areas of alberta or those residing in urban areas?,Simple,No skill,Person
who were more likely to report having a great deal of confidence in their local police\,those residing in rural areas of prince edward island or their urban counterparts?,Simple,No skill,Person
who were less likely to say their local police was doing a good job in terms of enforcing the laws in alberta\,residents of rural areas or their urban counterparts?,Simple,No skill,Person
who were less likely to rate favourably their local police in terms of enforcing the laws\, residents of rural areas in saskatchewan or their urban counterparts?,Simple,No skill,Person
what were the percentages of those from the former yugoslavia\, poland\,Simple,No skill,Unknown
what was the percentage of refugees from the former yugoslavia who spoke neither english nor french at landing?,70.4,Simple,Counting,Number
what was the percentage of those from sri lanka who speak english only?,85.1,Simple,Counting,Number
how many appearances did doug allder make with millwall in six years?,227.0,Composition,Filtering entity;Counting,Number
in the 2010-11 season\, which league did ivailo dimitrov join the club\,Simple,No skill,Person
what was the number difference between men with poor general health andmen with good to excellent general health in spouse-pair income ?,-11800.0,Composition,Filtering entity;Difference,Number
what was the percent difference between men with poor general health and men with good to excellent general health who were employed?,-19.7,Composition,Filtering entity;Difference,Number
what was the percent difference between men with poor mental health and men with good mental health who were employed?,-10.3,Composition,Filtering entity;Difference,Number
what was the number difference between a spouse with poor general health and those with good general health in spouse-pair income?,-28200.0,Composition,Filtering entity;Difference,Number
what was the number difference between a spouse with poor mental health and those with good mental health in spouse-pair income?,-10600.0,Composition,Filtering entity;Difference,Number
what was the number difference between women with poor general health and women with good general health in spouse-pair income?,-27800.0,Composition,Filtering entity;Difference,Number
what was the percent difference between women having poor health and those with good to excellent general health?,-22.1,Composition,Filtering entity;Difference,Number
which province had the largest retail sales at cannabis stores?,ontario,Simple,Superlative,Unknown
which province had the lowest sales per capita values in the country?,british columbia,Simple,Superlative,Person
which province had the highest sales per capita values in the country?,yukon,Simple,Superlative,Unknown
with hartlepool\, how appearances did ritchie humphreys make?,Simple,No skill,Person
how many passing yards did zac dysert finish his sophomore season with?,2406.0,Simple,Counting,Date
how many touchdowns did zac dysert finish his sophomore season with?,13.0,Simple,Counting,Number
what was the rank did mutekanga finish with a time of one minute and 48.41 seconds?,5.0,Composition,Filtering entity,Number
what was the percent change of the srr of hospitalization for all injury types from 1986 to 2010 ?,-64.8,Simple,Counting,Number
what was the percent change of the srr of hospitalization for all injury types among aboriginal males from 1986 to 2010 ?,-63.2,Simple,Counting,Number
what was the percent change of the srr of hospitalization for all injury types among aboriginal females from 1986 to 2010 ?,-67.1,Simple,Counting,Number
what was the percent change of the srr of hospitalization for trauma among aboriginal population from 1986 to 2010?,-69.1,Simple,Counting,Number
what were the percent changes of the srr of hospitalization for trauma among aboriginal males and british columbia males?,<-65.9>\,Intersection,Counting,Number
what were the percent changes of the srr of hospitalization for trauma among aboriginal females and british columbia females?,<-73.4>\,Intersection,Counting,Number
what was the percentage of graduates between 2012 and 2016 who had a job at some point during their post-secondary education?,80.7,Intersection,Counting,Number
what was the percentage of graduates who had a job related to their field of study at some point during their pse.,45.7,Simple,Counting,Number
what were the percentages of graduates that did not have a job during their pse who wanted a job related to their field of study and those not wanting a job related to their field of study?,<47.2>\,Composition,Negation,Number
what was the percentage of graduates who did not have a job at any point during their pse and would have liked a job in their field?,9.1,Intersection,Negation,Number
what were the percentages of male graduates that had a job during their post-secondary education and their female counterparts respectively?,<84>\,Composition,Counting,Number
what were the percentages of males and females who had a job related to their field at some point during their pse respectively?,<49.3>\,Intersection,Counting,Number
what were the percentages of visible and non-visible minorities employed during their pse\, respectively?,Simple,No skill,Unknown
what were the percentages of visible minorities and non-visible minorities who worked in a job related to their field respectively?,<37.0>\,Intersection,Counting,Number
who were more likely to have said employment be related to their field\,non-visible minorities or visible minorities?,Simple,No skill,Person
which division did john brodie join bradford park avenue in 1969-70?,fourth division,Simple,No skill,Person
what was the percentage of those that completed a degree at the bachelor's level or above who had a job related to their field of study?,56.2,Composition,Counting,Number
what was the percentage of graduates with a degree below the bachelor's level who had a job at some point during their pse?,72.4,Composition,Filtering entity,Number
what was the percentage of four areas accounting for all graduates?,83.9,Simple,Counting,Number
what was the percentage of those who received both academic credit and payment?,52.6,Intersection,Counting,Number
what were the percentages of those receiving academic credit exclusively and receiving payment exclusively respectively?,<16.8>\,Simple,Counting,Number
what was the percentage of students that graduated between 2012 and 2016 and had a job during their post-secondary education who found this job useful for obtaining their first career job?,50.2,Composition,Ordinal,Number
what was the percentage of graduates that found their job during pse useful for obtaining their first career job who had a job during their pse that was related to their field of study?,79.4,Composition,Ordinal,Number
on the whole\, which gender was more likely to have either witnessed or experienced these behaviours\,Simple,No skill,Person
how many percent of women reported having personally experienced at least one unwanted sexualized behaviour in the postsecondary setting during the previous 12 months?,44.6,Simple,Superlative;Filtering numeric;Counting,Number
how many percent of men reported having personally experienced at least one unwanted sexualized behaviour in the postsecondary setting during the previous 12 months?,32.2,Simple,Superlative;Filtering numeric;Counting,Number
sexual jokes were the most common unwanted sexualized behaviour personally experienced by students in the postsecondary setting\, how many percent of women?,Simple,Superlative,Person
sexual jokes were the most common unwanted sexualized behaviour personally experienced by students in the postsecondary setting\, how many percent of men?,Simple,Superlative,Person
the largest gap between women and men was with respect to unwanted sexual attention\, how many percent of women experienced?,Simple,Superlative;Filtering entity,Person
the largest gap between women and men was with respect to unwanted sexual attention\, how many percent of men experienced?,Simple,Superlative;Filtering entity,Person
in 2019\, which league did kacaniklic join with hammarby in?,Simple,No skill,Person
how many percent of women who were attending postsecondary school during the time indicated that they had been sexually assaulted in the postsecondary setting in the preceding year?,11.0,Composition,Counting,Number
how many individual women students who were attending postsecondary school during the time indicated that they had been sexually assaulted in the postsecondary setting in the preceding year?,110000.0,Composition,Counting,Number
what was the proportion among men?,4.0,Simple,Counting,Number
how many percent of women who stated that they had been sexually assaulted in the postsecondary setting at one time during their time at school?,15.2,Composition,Counting,Number
how many women who sexually assaulted in the postsecondary setting at one time during their time at schoo?,197000.0,Simple,Counting,Number
how many times were women who sexually assaulted in the postsecondary setting at one time during their time at school higher than among men?,3.102041,Simple,Comparative;Counting,Number
how many percent of women who had been sexually assaulted in a postsecondary setting stated that each instance had involved one perpetrator?,77.2,Composition,Counting,Number
how many percent of men who had been sexually assaulted in a postsecondary setting stated that each instance had involved one perpetrator?,79.3,Composition,Counting,Number
what were the proportions stated that two or more people of women who had been sexually assaulted?,5.3,Composition,Counting,Number
what were the proportions stated that two or more people of men who had been sexually assaulted?,6.4,Composition,Counting,Number
what were the proportions varied from incident to incident of women who had been sexually assaulted?,9.2,Simple,Counting,Number
what were the proportions varied from incident to incident of men who had been sexually assaulted?,5.0,Simple,Counting,Number
how many percent of women who experienced at least one sexual assault in the postsecondary context said that they believed the sexual assault was related to the perpetrator's use of alcohol or drugs?,48.4,Composition,Superlative;Filtering numeric;Counting,Number
how many percent of men who experienced at least one sexual assault in the postsecondary context said that they believed the sexual assault was related to the perpetrator's use of alcohol or drugs?,54.8,Composition,Superlative;Filtering numeric;Counting,Number
most students who had been sexually assaulted indicated that at least one incident was committed by a fellow student or students\, how many percent of women who were sexually assaulted?,Composition,Superlative;Filtering numeric,Person
most students who had been sexually assaulted indicated that at least one incident was committed by a fellow student or students\, how many percent of men who were sexually assaulted?,Composition,Superlative;Filtering numeric,Person
how many percent of women students who were sexually assaulted stated that the perpetrator was someone in a position of authority such as a professor\, coach\,Composition,Counting,Unknown
how many percent of current or former casual dating partners were implicated of both women and men who had been sexually assaulted in the postsecondary setting?,11.6,Intersection,Counting,Number
how many percent of women said that the perpetrator was a current or former spouse\, common-law partner or boyfriend or girlfriend?,Composition,Counting,Person
how many percent of men said that the perpetrator was a current or former spouse\, common-law partner or boyfriend or girlfriend?,Composition,Counting,Person
how many percent of women indicated that men were the perpetrators in all instances of sexual assault that they experienced in a postsecondary environment?,89.9,Composition,Counting,Number
among men who had been sexually assaulted\, how many percent stated that women were responsible in all instances?,Simple,No skill,Person
how many percent of those who experienced inappropriate communication?,73.9,Simple,Counting,Number
how many percent of those who experienced physical contact or suggested sexual relations said that was the case?,65.3,Composition,Counting,Number
given their association with digital videos and images\, behaviours related to sexually explicit materials\,Simple,Filtering entity,Person
how many percent of social media which was the most common online environment in which students experienced sexually explicit material?,78.5,Simple,Superlative;Counting,Number
how many percent of students who experienced inappropriate communication on campus said that at least one incident had happened at a non-residential building (such as a library\, cafeteria or gym)?,Composition,Superlative;Filtering numeric;Counting,Person
what was the percent of restaurants and bars were frequently the setting of behaviours related to inappropriate communication that happened off campus?,54.9,Composition,Counting,Number
what was the percent of restaurants and bars were frequently the setting of behaviours related to physical contact or suggested sexual relations that happened off campus?,49.4,Composition,Counting,Number
which league did facundo cobos's career begin with gutierrez in 2014?,torneo federal b,Composition,Filtering entity,Person
which league did jeje appear for chennaiyin in the 2015 season?,indian super league,Simple,No skill,Person
how many percnet of women who had been sexually assaulted were also more likely to say that they were fearful?,38.0,Composition,Counting,Number
how many percent of men who had been sexually assaulted were less likely to say that they were fearful?,14.7,Composition,Counting,Number
how many percent of women who had been sexually assaulted said the experience had made them more cautious or aware?,60.0,Simple,Counting,Number
how many percent of men who had been sexually assaulted said the experience had made them more cautious or aware?,28.1,Simple,Counting,Number
what was the percent of women who were sexually assaulted reported avoiding specific buildings at school?,17.6,Simple,Counting,Number
what was the percent of women who were sexually assaulted reported changing their route to school?,9.3,Simple,Counting,Number
the same was true among those who had been sexually assaulted: what was the percent of women reported feeling anxious?,40.2,Simple,Counting,Number
the same was true among those who had been sexually assaulted: what was the percent of men reported feeling anxious?,19.2,Simple,Counting,Number
the same was true among those who had been sexually assaulted: how many percent of women reported being depressed?,20.5,Simple,Counting,Number
the same was true among those who had been sexually assaulted: how many percent of men reported being depressed?,8.9,Simple,Counting,Number
how many percent of students who had not experienced any sexual assault or unwanted behaviours agreed or strongly agreed that they felt safe doing so?,61.7,Composition,Negation;Counting,Number
what was the proportion dropped for students who had been sexually assaulted?,38.1,Simple,Counting,Number
what was the proportion dropped for students who had experienced unwanted sexualized behaviours?,51.1,Simple,Counting,Number
using the methodology previously-outlined\, what is the revenue for the private short-term accommodation market in canada in 2018?,Simple,Filtering time,Date
of all the provinces and territories\, nunavut experienced the fastest growth in private short-term accommodation\,Simple,No skill,Person
of all the provinces and territories\, nunavut experienced the fastest growth in private short-term accommodation\,Simple,No skill,Person
how many league appearances did alistair brown make for the baggies?,279.0,Simple,Counting,Number
how many percent of people provided at least 10 hours of care to their care receiver in a typical week?,56.0,Simple,Superlative;Filtering numeric;Counting,Number
how many percent of care facility provided 10 hours of care or more per week in 2012?,22.0,Simple,Counting,Number
how many percent of people helping seniors in a separate household provided 10 hours of care or more per week in 2012?,15.0,Simple,Counting,Number
how many percent of people helping seniors in supportive housing provided 10 hours of care or more per week in 2012?,15.0,Simple,Counting,Number
how many percent of caregivers of seniors living in a care facility reported feeling depressed as a result of their caregiving responsibilities?,22.0,Simple,Counting,Number
how many percent of those providing care or help to seniors living in a separate private household?,14.0,Simple,Counting,Number
among caregivers of seniors living in a care facility\, how many percent stated that their health had been affected by their responsibilities?,Simple,No skill,Person
how many percent of caregivers to seniors living in a separate household reported that their responsibilities had affected their health?,14.0,Composition,Counting,Number
