question,answer,question_type,skills,answer_type
At what intersection in New York' city's subway is the chaining where dual contracts a section of Lexington avenue line?,In New York City Subway chaining\,Composition,No skill,Person
Which club did Bateman play for during the 1934–35 season?,Bateman appeared for Brentford team in the Second Division\,Simple,No skill,Person
When was Dom Perno the head coach of the Connecticut Huskies?,Dom Perno was head coach at the University of Connecticut for nine seasons\,Simple,Negation;Filtering time,Person
What was Roger Allam‘s role in the TV series Endeavour?,Roger Allam played DI Fred Thursday in the TV series Endeavour.,Simple,No skill,Person
How many seasons did Smokey Harris play with Vancouver in the PCHA\, and what year was he traded to the Portland Rosebuds?,Composition,Filtering entity;Counting,Person
Which Tippeligaen division club did Dane Richards appear for in 2014?,In 2014\,Simple,Filtering time,Date
What was the single released by Adina Howard in 2018?,In 2018\,Simple,Filtering time,Date
Who has held the South West Norfolk since 1964 and when did Labour hold it in the past?,The South West Norfolk has been held by Conservatives since 1964 but Labour first held it from 1929 to 31\,Composition,Filtering time,Date
How did Marie Rimmer do in the election for the Labour council and what was the vote majority?,The Labour council leader Marie Rimmer held her seat with a 457-vote majority.,Intersection,No skill,Person
When did Nova release Aldo Nova and what were the two main singles from it?,In 1982\,Intersection,Filtering time,Date
Who was followed in 1994 by the debut studio album Omen?,Omen III was followed in 1994 by the debut studio album Omen (The Story Continues...) and the three singles Give Me All Your Love\,Simple,Filtering time,Date
How did Supriyati Sutono perform in the 5000 and 10000 m?,Over both distances\,Simple,Negation,Person
How did Andriy Naumov do in the marathon at the 2001 World championships?,Andriy Naumov competed in the marathon at the 2001 World Championships finished in 50th place.,Simple,Filtering time,Date
Who did Kathy Karpan defeat and with what percentage of the vote?,Kathy Karpan\,Composition,Filtering entity,Person
Max Sharam released two top 40 singles in Australia in 1995 from her album A Million Year Girl\, what are the two tracks?,Simple,No skill,Person
How many copies were sold to give “Ocean number two at the weekly Oricon Singles Chart on June 12th 2003?,Ocean landed at number two on the weekly Oricon Singles Chart by selling 140\,Simple,Counting,Person
Which coalition won the election in veneto and what was the vote percentage?,In Veneto\,Intersection,No skill,Person
What albums did Jeff Ament release in 1985 and 1987\, and which label released the latter?,Simple,No skill,Person
When did the Tini album tour begin and end and at what locations?,The Tini (album) tour began on March 18\,Intersection,Filtering time,Date
With which club did Sinclair make appearances in 2013 and 2017?,Sinclair appeared in the 2013 and 2017 NWSL with Portland Thorns FC.,Intersection,Filtering time,Date
Who defeated Halcrow and with what percentage of the vote?,Democrat William L. Guy defeated Republican nominee Donald M. Halcrow with 55.74% of the vote.,Composition,Filtering entity,Person
Where did McClure perform the national tour and in the Chaplin in 2012?,McClure performed in the national tour and on Broadway in Avenue Q. He also appeared on Broadway in the Chaplin in 2012\,Intersection,Filtering time,Date
What period of time does the Lewis–Cutler ministry cover?,Lewis–Cutler ministry covers the period from 3 January 1975 until 17 December 1975\,Simple,Filtering time,Date
How much power and torque does the Silverado 1500 engine make?,In 2009\,Simple,Filtering time,Date
What was the majority percentage and number held by The Conservatives?,The Conservatives held the seat with a majority of 3\,Simple,No skill,Person
How did Lee Brice contribute to Garth Brooks's 2007 single?,Lee Brice wrote Garth Brooks's 2007 single More Than a Memory.,Simple,Filtering time,Date
What films did Vikraman work on in the years 2002 and 2004?,Vikraman had worked in 2004 film Cheppave Chirugali\,Intersection,Filtering time,Date
Which role did Doc Brown play in Law & Order: UK in 2014?,in 2014\,Simple,Filtering time,Date
How did Omar Benchiheb do at the 5000 m and 1500 m race at the Algeria at the 2000 Summer Paralympics?,Although Omar Benchiheb failed to finish the 5\,Intersection,No skill,Person
What roles did Farmiga portray in American Horror Story: Apocalypse?,In 2018\,Simple,Filtering time,Date
What award did Manoj Paramahamsa win for his work in the film  Ye Maaya Chesave?”,In 2010\,Simple,Filtering time,Date
Which albums did Breskin produce between 2014 and 2016?,Between 2014 and 2016\,Simple,Filtering time,Date
What award did Cyndi Lauper's video for Girls Just Want to Have Fun win at the 1984 MTV Video Music Awards?,Lauper's video Girls Just Want to Have Fun won the award for Best Female Video at the 1984 MTV Video Music Awards.,Simple,Filtering time,Date
Where did Gary Brazil play after leaving Fulham at the end of 1995-1996?,Upon leaving Fulham at the end of 1995–96\,Simple,Comparative;Filtering time,Date
How much did the cost of the Senedd increase by from 1997 to 2006?,The cost of the Senedd increased from £12M in 1997 to £69.6M in 2006\,Simple,Filtering time,Date
How many Allsvenskan caps did Vinzents play for Malmö FF in the 2011 season?,Vinzents played the 2011 season with 23 Allsvenskan caps for Malmö FF.,Simple,Counting,Date
What roles did Jocelyn Jane appear in the years 1965's Hell's Belles and 1969?,In 1965\,Simple,Filtering time,Date
In which two Cups did Takashi Fukunishi perform in 1998 and 2003?,Takashi Fukunishi performed in 1998 J.League Cup and 2003 Emperor's Cup.,Intersection,Filtering time,Date
What party and member designations did Elder and Mawson's seats have?,The seats of Mawson and Elder became notionally Liberal seats.,Simple,No skill,Person
How did Tortu do in the 100 m at the 2017 European U20 Championships and at the 2016 World U20 Championships?,Filippo Tortu won the gold medal in 100 metres at the 2017 European U20 Championships and the silver medal at the 2016 World U20 Championships.,Intersection,Filtering time,Date
What channels does KBS world air on digital format?,The KBFD has the programming KBS World on digital channel 32.2 and Arirang programming on digital channel 32.3.,Simple,No skill,Person
What were the songs from the 2005 Cabrera album?,Cabrera's second album\,Simple,No skill,Person
What was the result and number of winning votes in the election?,LaRuby May won the election with 1\,Intersection,Counting,Person
How did Roesler perform At the 2016 United States Olympic trial?,At the 2016 United States Olympic Trials\,Simple,Filtering time,Date
Who produced the tracks Black Skinhead and Send It Up with Kanye?,Gesaffelstein produced two tracks Black Skinhead and Send It Up of Yeezus with Kanye West.,Composition,Filtering entity,Person
Where does The Trace begin in Stewart County?,The Trace begins as Tennessee State Route 461 at the intersection with US Route 79 of Dover\,Simple,No skill,Person
How many of the seats were won by the Democratic Liberal Party?,In the 1992 South Korean legislative election results Democratic Liberal Party won 149 of the 299 seats.,Simple,Counting,Date
Where did Jimmy Hill play at the during the 1959-1960 season?,Jimmy Hill participated in the Third Division in Norwich City during 1959–60.,Intersection,Filtering time,Date
Who were the judges of America's got talent?,America's Got Talent's judges were Simon Cowell\,Simple,No skill,Person
Which label release Keith 98.6 and how did it do in the UK Singles Chart?,Keith's 98.6 was issued on the Mercury Records label\,Intersection,No skill,Person
Who defeated Robert D Fulton and with what percentage of the vote?,Republican Robert D. Ray defeated Democrat Robert D. Fulton with 50.98% of the vote.,Composition,Filtering entity,Person
How many metres did Michał Haratyk achieve at the Golden Spike Ostrava meeting in 2018?,In 2018\,Simple,Counting,Date
Where did Ma Chongchong start his career in 2010?,Ma Chongchong started his football career playing for the team Beijing Guoan Talen in Singapore's S.League in the 2010 league season.,Simple,Filtering time,Date
What was Chuck Daly's overall record after six seasons at Penn plus Ivy League record?,Chuck Daly's overall record after six seasons at Penn was 125–38 (74–10 within the Ivy League).,Simple,Aggregation;Comparative;Filtering time,Person
What was the single done from 1985's Chillin' by The Force MD?,The Force MDs did a single Tender Love from their second album\,Simple,No skill,Person
What programmes did channels 56.1 and 56.4 carry?,WBXZ-LP carried Cozi TV on 56.1 and Throwback TV on 56.4.,Simple,No skill,Person
What were the results of the 2016 Summer Olympics – Women's 100 metre backstroke?,Trailing Hosszú by a 0.35-second margin\,Simple,No skill,Person
What year was RXC Turbo 500r available and how much horse power did it have?,In 2016\,Simple,Filtering time,Date
What country did Ahmad Hassan Abdullah represent at the 2003 World Championship Athletics and what did he place in the 10\,000m?,Intersection,Counting,Number
What year did Daniel Pineda jump 7.97m?,At the 2011 Pan American Games in Guadalajara\,Simple,Filtering time,Date
What match did Gatt play in 2013?,Gatt played the Molde's Tippeligaen match in 2013.,Simple,Filtering time,Date
What years did Follet serve as the Governor of Oklahoma?,Dewey Follett Bartlett\,Simple,No skill,Person
What was Chris Casey's record after finishing at Niagara?,Chris Casey finished at Niagara with a six-year record of 64–129.,Simple,Comparative;Filtering time,Person
Which medal did Adriana Munoz winat the Pan American Games and what what their time?,At the Pan American Games\,Simple,No skill,Person
What year did Lorraine Moller compete in 3000m at the Commonwealth Games and what position did they place?,In 1986 at the Commonwealth Games Lorraine Moller competed in the 3000 m\,Intersection,Filtering time,Date
What was Deresse Mekonnen performance at the 2009 World Athletics Final?,Deresse Mekonnen competed in both the 1500 m and 3000 m at the 2009 World Athletics Final\,Simple,Filtering time,Date
What is overall and conference of 1955-1956.,In 1957-58\,Simple,Aggregation,Date
Responsive Radio and Unified Station Management were nominated for which award in 2014?,Responsive Radio and Unified Station Management were nominated for the Arqiva TechCon Technical Excellence Award in 2014.,Intersection,Filtering time,Date
When was Since I Saw You Last released in Ireland and the UK and by which label?,Since I Saw You Last\,Intersection,Ordinal;Filtering time,Person
Which album features the song Oh My God by Le Kids released in 2011?,In 2011\,Simple,Filtering time,Date
How did McSweyn place in the Commonwealth games?,In the Commonwealth Games\,Simple,No skill,Person
What picks did the Ravens make with the Chiefs for their 3rd and 4th round selections?,The Ravens traded their third-round selection to Kansas City in exchange for Kansas City's third- and fourth-round selections (86th and 122nd).,Composition,Ordinal;Filtering entity,Person
How many conference wins did Oregon record in 2015\, and where did they advance to in the postseason for the third time in four years?,Simple,Counting,Person
What awards did Dark Angel win and was nominated for at the 27th People's Choice Awards and at the International Horror Guild Awards?,Dark Angel won the Favorite Television New Dramatic Series award at the 27th People's Choice Awards and was nominated for Best Television by the International Horror Guild Awards.,Intersection,No skill,Person
How did Sporting Kansas City do that the US Open Cup?,Sporting Kansas City won their U.S. Open Cup title by defeating the Seattle Sounders FC\,Composition,No skill,Person
What were Sammy Baugh's punting averages during the 1940\, 1941 and 1946 seasons?,Simple,Filtering time,Date
What are the two channels under which WLNY-TV operate?,WLNY-TV operates two channels 55.1\,Simple,No skill,Person
What tracks did Space Cowboy work on with Lady Gaga on the Fame Monster album?,Space Cowboy worked with Lady Gaga on the tracks Monster and So Happy I Could Die from the album The Fame Monster.,Composition,Filtering entity,Person
What competitions did Wodage Zvadya compete in during 2006 and 2007\, and what event did he race in 2001?,Simple,Filtering time,Date
How well did Deryk Engelland perform on his return to the Wranglers?,Returning to Las Vegas\,Simple,No skill,Person
How many seats did the DNC win?,The result was a victory for the National Democratic Congress\,Simple,Counting,Person
Where did Helgi Daníelsson go to play in the year 2006?,In 2006\,Simple,Filtering time,Date
How many seasons did Mike Maker coach the Ephs\, and what was his overall record and winning percentage?,Simple,Counting,Person
Who voiced Harold Hutchins in the Captain Underpants movie?,Thomas Middleditch voiced Harold Hutchins in Captain Underpants: The First Epic Movie (2017).,Simple,Filtering time,Date
What role did Zoe De Grand Maison play in Played as well as in Motive in 2013 and 2014?,In 2013\,Intersection,Filtering time,Date
In the 2015–16 season\, Pablo Chavarría played for what club in which league.,Simple,No skill,Person
What was the outcome of the election for Ryan Watts?,Receiving 122\,Simple,Counting,Number
What was the course of  Øvernes career from 2008 to 2014?,Øvernes appeared for Haugesund in Tippeligaen until the 2012 season and later signed for HamKam.,Simple,Filtering time,Date
What was the second club Lancine Touré joined in 2016-17\, and what league and division was that team in?,Simple,Ordinal,Person
What club did Cristian Ansaldi join in 2017-18\, and which league division did he play in?,Simple,No skill,Person
What were  Jameson Clark's highlights in 2001 and 2002?,In 2001 and 2002\,Simple,Filtering time,Date
Mehcad Brooks appeared as who in what show from 2005–2006\, and who in what show from 2011 to 2013?,Simple,Filtering time,Date
What year did Joe Mettle win three awards at the Ghana Music Awards\, and what were the three awards?,Simple,No skill,Person
Who were the winners of the Vezina Trophy and what season did they win them?,Parent and Hextall account for two of the three Flyers goaltenders to win the Vezina Trophy\,Simple,No skill,Person
What role did Joe Dempsie play in his movies in 2007-08 and 2011-13\,2017 till now?,Intersection,Filtering time,Date
Which two singles did Anik Khan's I Don't Know Yet album include\, and what year did it come out?,Simple,No skill,Person
What is the total number of votes\, registered voters and turnout in the 2009 Romanian parliamentary reform referendum?,Simple,Aggregation;Counting,Date
What was the second single released from the Toward the Within album\, and what year did it come out?,Simple,Ordinal,Person
Radiohead received which award for which albums in 1998\, 2001\,Simple,Filtering time,Date
What are the display\, processor and storage capacity of the We Tab?,Simple,No skill,Person
The Irish Unionist candidate won by 9\,621 votes to the Sinn Féin's how many votes?,Simple,Filtering time,Person
Morejón\, gold medalist in the 1982 Central American and Caribbean Games\,Simple,Filtering time,Date
Apart from the role in her first film of 1989\, which were the films and roles she appeared in that year?,Simple,Ordinal,Person
What is the backlog of the Airbus like?,The Airbus A321 has an order of 2\,Simple,No skill,Person
For what role and did Badema win the 30th Golden Rooster Awards?,Badema for her role in Norjmaa\,Simple,No skill,Person
What club did Yasuhiro Nagahashi join in 1997\, and what country and league was the team in?,Simple,No skill,Person
What percentage were in favour of the 1962 Algerian independence referendum\, and what percentage were against?,Simple,No skill,Person
What does the Shenyang Metro consist of?,The Shenyang Metro consists of Line 1\,Simple,No skill,Person
At the end of the 2016–17 season\, how many appearances and goals did Done have for Sheffield United of League One?,Simple,No skill,Person
What did Birkir of Hammarby do in 2017?,Birkir of Hammarby played in the 2017 Allsvenskan season and made 29 appearances.,Simple,Filtering time,Date
What describes the Hinna Church?,The Hinna Church is part of the Hinna parish in the Ytre Stavanger deanery of Stavanger.,Simple,No skill,Person
What competition did Lin Chia-ying set her personal best in in 2014\, and how far was the throw?,Simple,Superlative,Person
What were Cody Fern's highlights in 2017?,Cody Fern appeared as Jim Mason in The Tribes of Palos Verdes and wrote\,Simple,No skill,Person
What did Swathi Deekshith do in 2012 and 2013?,Swathi Deekshith first acted the role in the Bengali film Tor Naam (2012) and worked on the Telugu film Break Up.,Simple,Filtering time,Date
What awards did The Kennedys' producer win?,Jon Cassar won the Directors Guild of America Award for Outstanding Directing – Television Film and was nominated for the Primetime Emmy Award for Outstanding Miniseries or Movie for The Kennedys.,Simple,No skill,Person
Which year did Vikingdom come out\, and what role did Matt William Knowles play?,Simple,No skill,Person
Pavel Konovalov's personal best in the 400 m event is what time in Athens\, Greece in 1982?,Simple,Superlative,Date
What was  Zala Kralj & Gašper Šantl highlights in the year 2018 and 2019?,Zala Kralj & Gašper Šantl released the singles Valovi\,Simple,No skill,Person
In 1989\, what role did Amy O'Neill play in the film Honey\,Simple,No skill,Person
What was the outcome of the 1971 Ascot state by-election?,The winning candidate\,Simple,No skill,Person
What was Sonarika Bhadoria's second release in 2016\, and which language was the film in?,Simple,Ordinal,Person
Who did Sergio Olga play with in the Torneo Argentino A and who did he play with for the 2011-2012 primera B Nacional?,Oga appeared with Central Norte in Torneo Argentino A and spent out on loan with Sportivo Desamparados for the 2011–12 Primera B Nacional.,Composition,Negation;Filtering entity,Date
What movie roles made Paul Hauser famous?,Paul Hauser is known for his portrayals of Shawn Eckhardt in the 2017 film I\,Simple,Filtering time,Date
In 21015\, Grammy awards what nominations did Shake it Off get\,Simple,No skill,Person
How did the  Respect for Marriage Act come about?,H.R.2523\,Simple,Filtering time,Date
What was Grace Park's record at the 1999 U.S. Women's Open Golf Championship?,Grace Park set the scoring record at 283 (−5).,Simple,No skill,Person
In what parish is the Heggvik Church?,Heggvik is the Church for the Bjugn parish.,Simple,No skill,Person
Bethan Davies finished what place at this competition in 2017 and ranked what place at what other competition the same her\, held where?,Intersection,Negation,Person
What series did Hwang Chan-sung play roles in in 2006 and 2008\, and what network was each show on?,Intersection,No skill,Person
Who became fifth chief minister in 2018 and who did he succeed?,In 2018\,Simple,Filtering time,Date
How many seasons did CSI: New York run and how many episodes ran?,Over the nine seasons\,Simple,Counting,Person
How many overall games did Mario Tremblay coach for Montreal\, and what was his overall record?,Simple,Aggregation;Counting,Person
What were Usian Bolts record finishes in the 200 meter\, 400 meter and 4 × 100 m race?,Simple,No skill,Person
Which three teams did Neil Wilkinson play for\, and how many overall league appearances did he make?,Simple,No skill,Person
In what film did Ben Daniels play Dr. Josef Bühler\, and what year did that film come out?,Simple,No skill,Person
Which was the second single released off Bryan Rice's Confessional album\, and what year was that song released as a single?,Simple,Ordinal,Person
How many overall appearances did Darren Hughes make\, and how many clubs did he play for?,Simple,Aggregation;Counting,Person
How many seasons did Arthur Rowley play for Leicester City\, and how many goals and games did he accumulate?,Simple,Counting,Person
What were the rewards of the  Intel Extreme Masters Season XII – Oakland?,Intel Extreme Masters Season XII – Oakland's champions and runners-up were rewarded US$125\,Simple,No skill,Person
How does Al-Quwa Al-Jawiya\, Al-Talaba\,Simple,No skill,Unknown
What role did Peter Allen play in the movie Not the Boy Next Door?,In 2015\,Simple,Negation;Ordinal,Date
Where is the Suitland Parkway located?,The Suitland Parkway is a parkway in Washington\,Simple,No skill,Person
What region and date was D'eux released for the Columbia Records?,D'eux was released by Columbia Records on 30 March 1995 in Canada and on 3 April 1995 in France.,Simple,Filtering time,Date
How many schools are in the Toledo City League\, and where are the six schools from?,Simple,Counting,Person
How was the rematch of the Grand  final played?,The rematch was in front of a 33\,Simple,No skill,Person
How fast did Becker finish in the 4x100 m relay at the World Championships?,Becker finished the 4x100 m relay final in 43.01 at the World Championships.,Simple,No skill,Person
In 2000 and 2004 what events did Dikmen compete in at the Summer Olympics?,Dikmen took part at the 100 m breaststroke and 200 m breaststroke events of the 2000 Summer Olympics and 2004 Summer Olympics.,Intersection,Filtering time,Date
What Kathleen Edwards album contained the singles Six O'Clock News and Hockey Skates and what year was it released?,Kathleen Edwards 2003 debut album\,Simple,Filtering time,Date
How well did Tattersall  perform in the elections?,Tattersall of Liberal captured the seat with a majority of 2\,Simple,No skill,Person
How did Billy Elliot perform in the 2007 Sydney Theatre Awards?,Billy Elliot the Musical won all three including Best Production of a Musical at the 2007 Sydney Theatre Awards.,Simple,Filtering time,Date
Which two awards was the album No Guts No Glory nominated for at The Headies 2014 awards ceremony?,No Guts No Glory album was nominated for Best Rap Album and Album of the Year at The Headies 2014.,Simple,Negation,Date
What was the result of the North Kilkenny  Parliamentary elections?,The Anti-Parnellite won by a 2\,Simple,No skill,Person
Michalis Sifakis played for OFI until what year and participated in how many matches?,Michalis Sifakis played for OFI until 2007\,Intersection,Filtering time;Counting,Date
What did The Boyz do in 2018?,In 2018\,Simple,Filtering time,Date
What roles made Henry Golding popular?,Henry Golding is best known for his role as Nick Young in Crazy Rich Asians and Sean Townsend in Paul Feig's A Simple Favor (both in 2018).,Simple,Filtering time,Date
What time did Sumika Minamoto finish in and what country is she from\, and what time did Wilma van Rijn finish in?,Intersection,No skill,Person
What was the outcome of the 1832 United States presidential election?,Jackson won a majority of the vote and 219 of the 286 electoral votes cast.,Simple,No skill,Person
What year did Hiroaki Kumon join Fujita Industries\, and what country and league was the team in?,Simple,No skill,Person
Who was the Liberal candidate in the 1920 Louth by-election\, and what percentage of swing vote liberal gain was there from unionists?,Simple,Filtering time,Person
The season two/volume 2 finale generated how many viewers\, down more than how many viewers from the season opener?,Simple,Counting,Person
What is common  between the 525\, 528\,Simple,Counting,Number
What two songs did Suzie McNeil sing backing vocals on for Matt Nathanson\, and what album were those songs on?,Simple,No skill,Person
Nivedhitha starred in this language in which two films\, in 2008 and 2011?,Simple,Filtering time,Date
From November 18 to December 2\, what happened to Electric Ladyland?,Simple,No skill,Person
What did Takashi Hirajima do in 2013?,In 2013\,Simple,Filtering time,Date
Between 1996-2002 what was the stats overall stats for each season as well as the total compiled for Arkansas?,Nolan Richardson is the winningest coach in Arkansas\,Intersection,Aggregation,Person
Bodurov played how many matches at Blagoevgrad until what year?,Bodurov played in 125 matches\,Simple,Filtering time;Counting,Person
Who received 1\,012 of the total 1\,Simple,No skill,Person
In this year\, Cuoco portrayed who in the movie Growing Up Brady as well as starring which film as Elisa Bowers?,Simple,No skill,Person
In 1964\, Channing won which award for which work?,Simple,No skill,Person
Who did Ali Saibou succeed to become he third President of Niger from 1987 to 1993?,Ali Saibou was the third President of Niger from 1987 to 1993 succeeding Seyni Kountché.,Simple,Ordinal,Date
What course did the Queen + Adam Lambert 2016 Summer Festival Tour proceed with?,The Queen + Adam Lambert 2016 Summer Festival Tour began on 20 May 2016 in Lisbon\,Simple,Filtering time,Date
What work\, category and award did Bee Gees win in 1997?,Simple,Filtering time,Date
How many  AHL and ECHL  games did Ryan play?,Ryan played 372 AHL games and 124 ECHL games in nine seasons.,Simple,Counting,Person
What two players scored 16 goals in 2006\, and what teams did they represent?,Simple,No skill,Person
What was the highlight of the 1977 Awards and Nominations for Shelley Duvall?,Duvall's performance garnered the award for Best Actress at the 1977 Cannes Film Festival and the LAFCA Award for Best Actress.,Intersection,Filtering time,Date
In the 1887 South Donegal by-election\, what was the name of the candidates and the votes of each candidates?,Simple,No skill,Person
Who were the three candidates in the nonpartisan party\, and how many votes and how much percentage of vote did each get?,Simple,Filtering time,Person
How well did Amanda perform in the 2010 Teen Choice Awards?,In 2010\,Simple,Filtering time,Date
What was Walding's majority votes?,Walding obtained a majority of 592 votes.,Simple,No skill,Person
What two indoor personal bests did Meseret Defar set in 2009\, and what were her times in each race?,Simple,Superlative,Person
In 2013\, what movies and roles did David Costabile appear in?,Simple,No skill,Person
Who won the 1910 Danish Folketing election and by how many seats of how many total seats?,The 1910 Danish Folketing election result was a victory for Venstre\,Intersection,Aggregation;Counting,Date
Who won the match between Sioux Falls Storm and Tri-Cities Fever in July 14\, 2012\,Simple,Filtering time,Date
How many yards did Fouts set during three consecutive seasons in 1979\, 1980 and 1981?,Simple,Counting,Date
Who were the only three teams that played in the first tournament in 1924-28\, and which team joined for the second tournament?,Composition,Ordinal,Person
What is the highlight of the  forecast by the TSR?,The TSR released its initial forecast of the season in April\,Simple,No skill,Person
What kind of line was required for the use of the Karatsu line and where did it begin?,A Chikuhi Line from Karatsu to Imari required use of the Karatsu Line\,Composition,No skill,Person
What dod Psalm 151 and Tobit books have in common?,Psalm 151 and Tobit are deuterocanonical books.,Simple,No skill,Person
Who was the eighth commissioner for the Royal Canadian Mounted Police\, and what were the start and end dates of his term?,Simple,No skill,Person
Who did Rena Kato play in A-side and in what year?,In 2013\,Intersection,Filtering time,Date
How well did Emily Benn perform at the 2010 general election?,At the election\,Simple,No skill,Person
In what way was the movie\, Caravan of Courage:Great Britain and Ireland released?,Simple,No skill,Person
David Brown scored how many goals in 1923–24 and how many league goals in 1924–25 for Darlington\, and what league was he in?,Intersection,Counting,Person
With which team did Scott Williams serve as head football coach in 1890 and what was his overall record?,Scott Williams served as the head football coach of Illinois\,Intersection,Aggregation,Person
What songs did Goodrum write from 1977 to 1979?,Goodrum wrote songs: Murray's Broken Hearted Me (1979); Michael Johnson's Bluer Than Blue (1978); England Dan & John Ford Coley's It's Sad to Belong (1977)\,Simple,Filtering time,Date
Which formats did Brian Melo release Summertime firstly on 23 August 2008 and then which format was released on 13 September 2008 in Australia?,Summertime (Brian Melo song) was released as a digital download on August 23\,Intersection,Filtering time,Date
Toyota Supra's 2\,759 cc (168.4 cu in) 5M-GE engine sold from 1984 to 1985\,Simple,Filtering time,Date
What two races did Bouchra Chaâbi compete in at the 2009 Jeux de la Francophonie\, and how did he finish in each race?,Simple,No skill,Person
How many seats did the The Congolese Party of Labour win in the People's National Assembly?,The Congolese Party of Labour won all 153 seats in the People's National Assembly.,Simple,Counting,Person
What competitions did Andrew Pearson compete in in 1989 and 1990 and what position was scored in what events?,In the International competitions in junior race\,Intersection,No skill,Person
Which were the first two Jullie singles and in which year were they released?,The first single\,Intersection,Ordinal,Person
Who were the two competitors for the Final 145 frames match?,Lindrum and McConachy met in the 145-frame match.,Simple,No skill,Person
How many goals and appearances did McKenzie have with Brentford?,McKenzie made 161 appearances and scored 10 goals with Brentford.,Composition,Filtering entity;Counting,Person
What overall pick did the Colts and Jets trade\, what round was the pick in\,Simple,Aggregation,Person
Which two railway stations does the Yunoyama Line connect?,The Yunoyama Line is a railway line connecting Kintetsu-Yokkaichi Station (Yokkaichi\,Simple,No skill,Person
Ku played as Geum Jan-di\, on what show on what network?,Simple,No skill,Person
What did Yang Yo-seob  do in 2014?,In 2014\,Simple,Filtering time,Date
What was Andrei Krauchanka's best result in 2010?,A medal for Andrei Krauchanka came at the 2010 European Athletics Championships\,Simple,Superlative,Date
Who were the two democratic candidates for the election\, and how many votes did each receive?,Simple,Filtering time,Person
In what years has Rosemarie represented Jamaica at the Olympic games?,Rosemarie Whyte represented Jamaica at the 2008 Olympic Games in Beijing\,Simple,Filtering time,Date
How long was Giuliano Zaccardelli tenure as Royal Canadian Mounted Police (RCMP)  from the start to the end of his term?,Giuliano Zaccardelli is a Royal Canadian Mounted Police (RCMP) Commissioner from 2 September 2000 to 15 December 2006.,Simple,Negation,Date
How many votes did Kimber's get in the general election\, what was the majority votes and percentage?,Simple,Counting,Person
What was the first single The Federation released in 2004\, and what album was the song off of?,Simple,Ordinal,Person
What work in 2016 did Jazz Cartier get a nomination for in 2016?,Jazz Cartier was nominated for the 2016 SOCAN Songwriting Prize for Dead or Alive.,Simple,Filtering time,Date
What was Daigle's record for Davos?,With Davos\,Simple,No skill,Person
What role did Toby Hemingway play in The Covenant in 2006?,Toby Hemingway played Reid Garwin in the 2006 film The Covenant.,Simple,Filtering time,Date
What were Copley's best performances at the Awards in 2009?,In 2009\,Simple,Superlative,Date
Who finished second in the election\, what party did he represent\,Simple,Ordinal,Person
What year did Denia Caballero finish ninth at the world championships\, and how far was his distance?,Simple,No skill,Person
What awards did Lucrecia Martel receive in 2001\, 2004 and 2008?,Simple,Filtering time,Date
What is the description of West Ham?,West Ham is a constituency created in 1997 and represented in the the UK Parliament since 2005 by Lyn Brown\,Simple,Filtering time,Date
How well did Szymon Kołecki perform during the clean & jerk portion of the competition ?,During the clean & jerk portion of the competition Szymon Kołecki was in second place with his first lift of 222.5 kg\,Simple,No skill,Person
What are the DSL Diamondbacks?,The Dominican Summer League Diamondbacks or DSL Diamondbacks\,Simple,No skill,Person
Who were the top two finishers in the 1940 United States presidential election in Missouri\, and what percentage of vote did each get?,Simple,No skill,Person
How was the viewing number of the first episode of the Flesh series as compared to the 2nd and 3rd?,In the Flesh (TV series) was watched by 525\,Intersection,Ordinal;Counting,Person
What was the highlight of the top scorers board in the 1999 All-Ireland Senior Hurling Championship?,Cork's Joe Deane and Kilkenny's Henry Shefflin were the championship's top scorers with 1-24.,Simple,No skill,Person
Who's 2015 film and who's 2017 film both emerged as one of the top ten highest-grossing Malayalam film?,Prithviraj Sukumaran's Ennu Ninte Moideen (2015) and Ezra (2017)\,Simple,Superlative,Date
What certifications did Zora sourit earn in Belgium and France\, and how many units did it sell in each country?,Simple,No skill,Person
How many seats did Yemeni Socialist Party win?,In the election\,Simple,Counting,Person
What two singles did Godley & Creme release from Ismism in 1981\, and how high did each chart in the UK?,Simple,No skill,Person
What year did Bill Armstrong coach the Hampton Pirates\, and what was the record he compiled at the school?,Simple,No skill,Person
What were the highlights of Ella Mae Morse in 1942?,Mr. Five by Five was recorded by Morse and they had a hit recording with the song in 1942 (Capitol 115).,Simple,Filtering time,Date
In the 1890 election\, what were the names and the number of votes for the three candidates?,Simple,No skill,Person
Nina Arianda won which awards for which works in 2012 and 2011?,Nina Arianda won the 2012 Tony Award for Best Actress in a Play for Venus in Fur\,Intersection,Filtering time,Date
What awards did David Gulpilil receive in 2002 and 2014?,David Gulpilil has twice received the AACTA Award for Best Actor\,Simple,No skill,Person
How well did Scott Aukerman perform at the  Primetime Emmy Award in 2015?,In 2015\,Simple,Filtering time,Date
What recognition has been given to Konstantin Khabensky by GQ Russia magazine?,GQ Russia magazine chose Konstantin Khabensky as Actor of the Year in 2003 and 2016.,Simple,Filtering time,Date
What did Tomohiro Hasumi do in 1996?,In 1996\,Simple,Filtering time,Date
Where did Sadler record the song Hilda Loses Her Job on?,Sadler's recorded Hilda Loses her Job on Victor 16783.,Simple,No skill,Person
What is the highlight of the Sri Lanka Test cricket records?,Sri Lanka had a record of having most test wickets by Muralitharan and Rangana Herath with 433 wickets.,Simple,No skill,Person
