label,count,parent,id
rees,1,how/did,how/did/rees
participated,1,which/candidates,which/candidates/participated
movie,1,which/2016,which/2016/movie
halloran,1,where/did,where/did/halloran
louis,1,how/did,how/did/louis
trenyce,1,who/did,who/did/trenyce
directed,1,which/films,which/films/directed
ryan,1,how/did,how/did/ryan
dusán,1,what/was,what/was/dusán
leeves,1,what/was,what/was/leeves
sony,1,what,what/sony
enos,1,what/are,what/are/enos
arena,1,which,which/arena
hosted,1,which/arena,which/arena/hosted
landmarks,1,what,what/landmarks
come,1,what/landmarks,what/landmarks/come
befta,1,what,what/befta
awards,1,what/befta,what/befta/awards
perković,1,what/were,what/were/perković
came,1,which/countries,which/countries/came
for,1,what/club,what/club/for
nandini,1,how/did,how/did/nandini
bülent,1,who/is,who/is/bülent
christian,1,did,did/christian
benteke,1,did/christian,did/christian/benteke
forfeitures,1,how/much,how/much/forfeitures
hinga,1,what/is,what/is/hinga
category,1,which/award,which/award/category
rusing,1,how/many,how/many/rusing
linney,1,when/did,when/did/linney
win,1,did/kotak,did/kotak/win
daniela,1,what/did,what/did/daniela
did,1,who/had,who/had/did
all,1,in/what,in/what/all
out,1,how/many,how/many/out
dafne,1,did,did/dafne
fernández,1,did/dafne,did/dafne/fernández
from,1,which/singles,which/singles/from
kathryn,1,what/did,what/did/kathryn
kotak,1,did,did/kotak
two,1,what/the,what/the/two
yussuf,1,when/did,when/did/yussuf
deanery,1,which,which/deanery
and,1,which/deanery,which/deanery/and
sequence,1,in/what,in/what/sequence
anthony,1,when/did,when/did/anthony
and,1,what/event,what/event/and
roles,1,what/named,what/named/roles
candidate,1,which/liberal,which/liberal/candidate
christina,1,did,did/christina
aguilera,1,did/christina,did/christina/aguilera
mikhail,1,how/did,how/did/mikhail
off,1,what,what/off
broadway,1,what/off,what/off/broadway
aleksei,1,how/did,how/did/aleksei
steely,1,did/shelly,did/shelly/steely
deanery,1,which/parish,which/parish/deanery
alexys,1,what/is,what/is/alexys
clinton,1,what/were,what/were/clinton
rose,1,did/george,did/george/rose
nintendo,1,what,what/nintendo
games,1,what/nintendo,what/nintendo/games
competitors,1,what,what/competitors
finished,1,what/competitors,what/competitors/finished
eileen,1,did,did/eileen
heckart,1,did/eileen,did/eileen/heckart
sunil,1,when/did,when/did/sunil
and,1,where/when,where/when/and
luis,1,what/was,what/was/luis
nina,1,did,did/nina
dinata,1,did/nina,did/nina/dinata
kathleen,1,what/were,what/were/kathleen
juninho,1,who/did,who/did/juninho
habiba,1,what/did,what/did/habiba
freddy,1,what/did,what/did/freddy
justyna,1,what/s,what/s/justyna
when,1,where,where/when
mikael,1,when/did,when/did/mikael
alice,1,did,did/alice
aprot,1,did/alice,did/alice/aprot
maninder,1,did,did/maninder
singh,1,did/maninder,did/maninder/singh
during,1,what/happened,what/happened/during
directors,1,what/films,what/films/directors
monica,1,when/did,when/did/monica
halo,1,what,what/halo
green,1,what/were,what/were/green
yeo,1,did,did/yeo
jin,1,did/yeo,did/yeo/jin
adrián,1,what/were,what/were/adrián
ran,1,which/candidates,which/candidates/ran
augustus,1,what/did,what/did/augustus
latest,1,is/the,is/the/latest
mary,1,how/did,how/did/mary
genie,1,when/did,when/did/genie
gerry,1,when,when/gerry
movie,1,what/halo,what/halo/movie
kami,1,what/is,what/is/kami
year,1,what/were,what/were/year
henry,1,what/did,what/did/henry
nana,1,how/did,how/did/nana
satoru,1,what/did,what/did/satoru
geoffrey,1,did,did/geoffrey
hughes,1,did/geoffrey,did/geoffrey/hughes
adelaide,1,what/did,what/did/adelaide
featuring,1,which/titles,which/titles/featuring
individual,1,in/which,in/which/individual
jackie,1,what/is,what/is/jackie
rajiv,1,what/were,what/were/rajiv
occurred,1,what,what/occurred
when,1,what/occurred,what/occurred/when
tales,1,where/did,where/did/tales
roles,1,what/film,what/film/roles
bafta,1,how/many,how/many/bafta
bankim,1,when/was,when/was/bankim
flats,1,how/many,how/many/flats
fyodor,1,what/has,what/has/fyodor
alberto,1,did,did/alberto
aquilani,1,did/alberto,did/alberto/aquilani
or,1,which/democratic,which/democratic/or
were,1,how/effective,how/effective/were
michelle,1,which/was,which/was/michelle
yoshitaka,1,how/did,how/did/yoshitaka
stir,1,which/of,which/of/stir
fitt,1,when/gerry,when/gerry/fitt
sara,1,what/did,what/did/sara
eddie,1,which/of,which/of/eddie
lee,1,what/were,what/were/lee
on,1,who/tied,who/tied/on
reachin,1,how/did,how/did/reachin
soaps,1,what/two,what/two/soaps
pim,1,how/many,how/many/pim
nations,1,which/3,which/3/nations
ryosuke,1,which/club,which/club/ryosuke
rounded,1,which/athletes,which/athletes/rounded
lansiquot,1,how/did,how/did/lansiquot
sarah,1,what/were,what/were/sarah
monchy,1,when/was,when/was/monchy
overall,1,how/much,how/much/overall
sharon,1,where/did,where/did/sharon
fever,1,did,did/fever
receive,1,did/fever,did/fever/receive
winnie,1,how/did,how/did/winnie
caroline,1,what/did,what/did/caroline
century,1,which/21st,which/21st/century
diane,1,what/are,what/are/diane
leonard,1,did,did/leonard
rossiter,1,did/leonard,did/leonard/rossiter
alicia,1,did,did/alicia
keys,1,did/alicia,did/alicia/keys
edge,1,how/was,how/was/edge
combined,1,what/was,what/was/combined
darshan,1,when/did,when/did/darshan
21st,1,which,which/21st
interesting,1,what/was,what/was/interesting
pietri,1,what/did,what/did/pietri
alphabeat,1,when/did,when/did/alphabeat
accolades,1,what,what/accolades
did,1,what/accolades,what/accolades/did
maciel,1,when/did,when/did/maciel
van,1,how/did,how/did/van
val,1,what/were,what/were/val
arenas,1,which/historic,which/historic/arenas
ronnie,1,how/did,how/did/ronnie
follow,1,what/interchanges,what/interchanges/follow
allison,1,did,did/allison
stokke,1,did/allison,did/allison/stokke
bjp,1,how/did,how/did/bjp
mel,1,which,which/mel
and,1,which/mel,which/mel/and
shooto,1,what,what/shooto
events,1,what/shooto,what/shooto/events
satyameva,1,who/directed,who/directed/satyameva
interchanges,1,what,what/interchanges
tomoaki,1,what/were,what/were/tomoaki
cats,1,when/was,when/was/cats
career,1,what/major,what/major/career
3,1,what,what/3
starring,1,what/3,what/3/starring
appearance,1,how/many,how/many/appearance
frese,1,did,did/frese
perform,1,did/frese,did/frese/perform
david,1,when/was,when/was/david
dexter,1,did,did/dexter
skeene,1,did/dexter,did/dexter/skeene
roles,1,which/movie,which/movie/roles
was,1,how/deadly,how/deadly/was
takenori,1,what/did,what/did/takenori
placed,1,which/candidates,which/candidates/placed
karl,1,did,did/karl
toko,1,did/karl,did/karl/toko
do,1,what/events,what/events/do
alessandra,1,when/did,when/did/alessandra
prolific,1,how,how/prolific
was,1,how/prolific,how/prolific/was
curtis,1,how/did,how/did/curtis
james,1,what/are,what/are/james
u28c,1,how/many,how/many/u28c
have,1,what/films,what/films/have
carl,1,what/was,what/was/carl
miniseries,1,what/tv,what/tv/miniseries
drew,1,did,did/drew
opposed,1,who,who/opposed
fauntroy,1,who/opposed,who/opposed/fauntroy
lotte,1,who/did,who/did/lotte
makes,1,how/many,how/many/makes
harry,1,what/were,what/were/harry
were,1,which/sectors,which/sectors/were
eşref,1,what/s,what/s/eşref
john,1,what/were,what/were/john
gfg,1,how/did,how/did/gfg
will,1,what/role,what/role/will
cary,1,did/drew,did/drew/cary
on,1,what/characters,what/characters/on
joseph,1,who/succeeded,who/succeeded/joseph
laverne,1,did,did/laverne
cox,1,did/laverne,did/laverne/cox
kevin,1,when/did,when/did/kevin
jordan,1,how/did,how/did/jordan
containers,1,how/many,how/many/containers
ave,1,which/park,which/park/ave
lankan,1,which/sri,which/sri/lankan
bralon,1,what/did,what/did/bralon
ella,1,what/were,what/were/ella
kristina,1,where/did,where/did/kristina
lair,1,how/did,how/did/lair
mason,1,what/did,what/did/mason
fischer,1,which,which/fischer
s,1,which/fischer,which/fischer/s
park,1,which,which/park
sri,1,which,which/sri
transferred,1,who/were,who/were/transferred
score,1,did/she,did/she/score
fadrique,1,how/did,how/did/fadrique
park,1,did,did/park
portray,1,did/park,did/park/portray
ben,1,how/was,how/was/ben
jacob,1,how/did,how/did/jacob
rich,1,when/was,when/was/rich
of,1,did/any,did/any/of
taber,1,did/catherine,did/catherine/taber
marathi,1,in/which,in/which/marathi
rfc,1,when/was,when/was/rfc
charlotte,1,what/are,what/are/charlotte
maggie,1,what/did,what/did/maggie
ignacio,1,where/is,where/is/ignacio
rolanda,1,what/were,what/were/rolanda
2018,1,in/what,in/what/2018
hayden,1,how/did,how/did/hayden
catherine,1,did,did/catherine
sharon,1,how/did,how/did/sharon
thunder,1,what/was,what/was/thunder
john,1,who/beat,who/beat/john
ukraine,1,what/were,what/were/ukraine
darryl,1,did,did/darryl
edestrand,1,did/darryl,did/darryl/edestrand
ester,1,who/did,who/did/ester
dornhoefer,1,how/did,how/did/dornhoefer
movie,1,what/flemish,what/flemish/movie
incumbent,1,did/the,did/the/incumbent
paul,1,how/was,how/was/paul
colin,1,which,which/colin
raye,1,which/colin,which/colin/raye
josé,1,what/are,what/are/josé
dewar,1,what/was,what/was/dewar
wunmi,1,what/did,what/did/wunmi
roberto,1,what/has,what/has/roberto
flemish,1,what,what/flemish
characters,1,what/recurring,what/recurring/characters
elisa,1,who/did,who/did/elisa
for,1,which/awards,which/awards/for
vikramjeet,1,did,did/vikramjeet
virk,1,did/vikramjeet,did/vikramjeet/virk
did,1,what/values,what/values/did
liberal,1,did/the,did/the/liberal
marian,1,how/did,how/did/marian
divisions,1,what,what/divisions
santiago,1,did/ray,did/ray/santiago
are,1,which/athletes,which/athletes/are
carter,1,who/did,who/did/carter
in,1,where/and,where/and/in
lvl,1,how/did,how/did/lvl
petrovic,1,what/were,what/were/petrovic
yvette,1,when/did,when/did/yvette
brought,1,which/songs,which/songs/brought
kveikur,1,when/was,when/was/kveikur
aleksandr,1,how/did,how/did/aleksandr
did,1,what/divisions,what/divisions/did
george,1,how/did,how/did/george
chatrichalerm,1,which/of,which/of/chatrichalerm
god,1,who/was,who/was/god
holden,1,what/was,what/was/holden
competitors,1,which/2,which/2/competitors
served,1,which/people,which/people/served
has,1,what/shows,what/shows/has
ray,1,did,did/ray
contested,1,which/teams,which/teams/contested
yevgeniy,1,what/was,what/was/yevgeniy
units,1,what/operational,what/operational/units
daryl,1,when/was,when/was/daryl
gerd,1,what/did,what/did/gerd
justin,1,what/were,what/were/justin
uzo,1,where/did,where/did/uzo
literacy,1,is/the,is/the/literacy
miloš,1,how/did,how/did/miloš
slovakia,1,how/did,how/did/slovakia
powell,1,when/did,when/did/powell
operational,1,what,what/operational
either,1,are/in,are/in/either
in,1,is/listed,is/listed/in
price,1,is/the,is/the/price
photos,1,how/many,how/many/photos
superceded,1,who,who/superceded
lord,1,who/superceded,who/superceded/lord
kristyna,1,who/was,who/was/kristyna
fullback,1,how/many,how/many/fullback
ranked,1,who/is,who/is/ranked
immediately,1,who/finished,who/finished/immediately
saint,1,where/is,where/is/saint
single,1,what/other,what/other/single
racer,1,which,which/racer
was,1,which/racer,which/racer/was
leonor,1,when/did,when/did/leonor
hard,1,how/many,how/many/hard
specifications,1,how/many,how/many/specifications
distributions,1,how/many,how/many/distributions
affiliates,1,how/many,how/many/affiliates
army,1,which,which/army
was,1,which/army,which/army/was
types,1,which/two,which/two/types
place,1,what/historical,what/historical/place
2018,1,is/the,is/the/2018
sikh,1,how/many,how/many/sikh
currently,1,is,is/currently
on,1,is/currently,is/currently/on
party,1,what/other,what/other/party
predecessor,1,who/was,who/was/predecessor
pat,1,does,does/pat
or,1,does/pat,does/pat/or
immediately,1,who/came,who/came/immediately
comes,1,what/match,what/match/comes
jury,1,how/many,how/many/jury
same,1,is/the,is/the/same
custody,1,are/in,are/in/custody
had,1,what/building,what/building/had
world,1,did/the,did/the/world
charles,1,did,did/charles
matches,1,what/league,what/league/matches
points,1,what/percentage,what/percentage/points
inoue,1,did,did/inoue
win,1,did/inoue,did/inoue/win
over,1,are,are/over
3,1,are/over,are/over/3
admissions,1,is/the,is/the/admissions
provincial,1,is/the,is/the/provincial
released,1,what/was,what/was/released
left,1,how/many,how/many/left
served,1,which/coach,which/coach/served
unicode,1,is/the,is/the/unicode
language,1,are/english,are/english/language
ranks,1,who,who/ranks
after,1,who/ranks,who/ranks/after
tonga,1,which,which/tonga
is,1,which/tonga,which/tonga/is
15,1,who/were,who/were/15
designers,1,how/many,how/many/designers
4,1,which/top,which/top/4
away,1,how/may,how/may/away
did,1,which/manufacturer,which/manufacturer/did
american,1,what/other,what/other/american
note,1,which,which/note
in,1,which/note,which/note/in
websites,1,how/many,how/many/websites
peak,1,which/mountain,which/mountain/peak
sims,1,did/charles,did/charles/sims
topped,1,which/song,which/song/topped
circuits,1,how/many,how/many/circuits
she,1,where/did,where/did/she
hillary,1,did,did/hillary
clinton,1,did/hillary,did/hillary/clinton
was,1,how/often,how/often/was
element,1,what,what/element
is,1,what/element,what/element/is
comes,1,which/track,which/track/comes
neolithic,1,what,what/neolithic
society,1,what/neolithic,what/neolithic/society
sportspeople,1,how/many,how/many/sportspeople
westerner,1,which,which/westerner
first,1,which/westerner,which/westerner/first
multinational,1,what,what/multinational
retail,1,what/multinational,what/multinational/retail
borders,1,which/lake,which/lake/borders
was,1,which/establishment,which/establishment/was
established,1,which/institution,which/institution/established
mega,1,which,which/mega
mall,1,which/mega,which/mega/mall
contains,1,which/country,which/country/contains
protagonist,1,did/the,did/the/protagonist
portrays,1,who,who/portrays
someone,1,who/portrays,who/portrays/someone
genre,1,what/music,what/music/genre
countries,1,which/two,which/two/countries
institution,1,which,which/institution
musician,1,what,what/musician
was,1,what/musician,what/musician/was
s,1,which/one,which/one/s
does,1,what/genre,what/genre/does
borders,1,what/river,what/river/borders
used,1,which/company,which/company/used
returns,1,what/animal,what/animal/returns
provincial,1,are/in,are/in/provincial
mined,1,what/is,what/is/mined
volleyball,1,what,what/volleyball
athlete,1,what/volleyball,what/volleyball/athlete
games,1,in/which,in/which/games
presbyterian,1,which,which/presbyterian
missionary,1,which/presbyterian,which/presbyterian/missionary
go,1,who/would,who/would/go
department,1,what,what/department
opposing,1,which,which/opposing
heisman,1,which/opposing,which/opposing/heisman
coach,1,did/a,did/a/coach
is,1,which/river,which/river/is
primarily,1,who/is,who/is/primarily
uses,1,what/company,what/company/uses
featured,1,is,is/featured
on,1,is/featured,is/featured/on
it,1,who,who/it
the,1,who/it,who/it/the
iata,1,what,what/iata
enrico,1,where/did,where/did/enrico
illness,1,what,what/illness
created,1,what/illness,what/illness/created
without,1,which/team,which/team/without
is,1,what/period,what/period/is
war,1,what,what/war
led,1,what/war,what/war/led
is,1,what/person,what/person/is
nickname,1,what,what/nickname
establishment,1,which,which/establishment
code,1,what/iata,what/iata/code
in,1,by/who,by/who/in
is,1,what/medal,what/medal/is
beds,1,how/many,how/many/beds
trophies,1,how/many,how/many/trophies
governor,1,which,which/governor
who,1,which/governor,which/governor/who
war,1,which,which/war
is,1,what/fuel,what/fuel/is
is,1,what/municipality,what/municipality/is
method,1,which/voting,which/voting/method
did,1,what/bill,what/bill/did
s,1,what/name,what/name/s
grete,1,how/is,how/is/grete
climate,1,what,what/climate
is,1,what/climate,what/climate/is
ohio,1,which,which/ohio
county,1,which/ohio,which/ohio/county
did,1,which/actress,which/actress/did
voting,1,which,which/voting
bill,1,what,what/bill
winner,1,did/each,did/each/winner
robertson,1,did/william,did/william/robertson
plays,1,what/song,what/song/plays
seniti,1,how/many,how/many/seniti
william,1,did,did/william
would,1,which/film,which/film/would
senators,1,how/many,how/many/senators
would,1,which/country,which/country/would
is,1,which/number,which/number/is
keels,1,how/many,how/many/keels
box,1,how/much,how/much/box
15th,1,who/got,who/got/15th
cotto,1,what/is,what/is/cotto
held,1,which/title,which/title/held
metal,1,which,which/metal
composition,1,which/metal,which/metal/composition
in,1,which/game,which/game/in
ranked,1,which/player,which/player/ranked
came,1,what/nation,what/nation/came
ta1,1,which,which/ta1
vehicle,1,which/ta1,which/ta1/vehicle
area,1,does/any,does/any/area
current,1,is/the,is/the/current
gary,1,did,did/gary
region,1,which/intended,which/intended/region
jp,1,how/many,how/many/jp
happened,1,how/many,how/many/happened
was,1,which/circuit,which/circuit/was
category,1,which/immigrant,which/immigrant/category
have,1,which/ships,which/ships/have
years,1,which/arrived,which/arrived/years
co,1,who/has,who/has/co
arrived,1,which,which/arrived
rank,1,who/was,who/was/rank
chords,1,how/many,how/many/chords
sides,1,is,is/sides
located,1,is/sides,is/sides/located
intended,1,which,which/intended
do,1,how/boats,how/boats/do
gamestorms,1,how/many,how/many/gamestorms
those,1,which/includes,which/includes/those
nations,1,which/three,which/three/nations
each,1,what/is,what/is/each
pickett,1,did/greg,did/greg/pickett
independent,1,how/many,how/many/independent
area,1,what/other,what/other/area
head,1,who/became,who/became/head
chile,1,did,did/chile
beat,1,did/chile,did/chile/beat
oregon,1,what/was,what/was/oregon
called,1,who/is,who/is/called
longer,1,which/was,which/was/longer
miguel,1,when/did,when/did/miguel
nick,1,did,did/nick
matthew,1,did/nick,did/nick/matthew
hjulmand,1,when/did,when/did/hjulmand
baseball,1,how/many,how/many/baseball
previous,1,which,which/previous
area,1,which/previous,which/previous/area
brendan,1,who/was,who/was/brendan
goeloe,1,what/was,what/was/goeloe
suparco,1,what,what/suparco
administrator,1,what/suparco,what/suparco/administrator
comes,1,which/element,which/element/comes
at,1,where/there,where/there/at
boats,1,how,how/boats
mant,1,how,how/mant
distributors,1,how/mant,how/mant/distributors
governorate,1,which,which/governorate
has,1,which/governorate,which/governorate/has
associations,1,how/many,how/many/associations
percentage,1,what/is,what/is/percentage
had,1,what/parish,what/parish/had
pre,1,how/many,how/many/pre
transmissions,1,how/many,how/many/transmissions
replay,1,how/many,how/many/replay
above,1,is/dm,is/dm/above
pasurams,1,how/many,how/many/pasurams
to,1,is/belonged,is/belonged/to
belonged,1,is,is/belonged
more,1,which/had,which/had/more
years,1,which/gap,which/gap/years
tree,1,what,what/tree
is,1,what/tree,what/tree/is
table,1,how/many,how/many/table
kraco,1,did/galles,did/galles/kraco
last,1,who/placed,who/placed/last
gap,1,which,which/gap
made,1,did/adamyan,did/adamyan/made
auto,1,who/s,who/s/auto
had,1,which/film,which/film/had
total,1,what/number,what/number/total
they,1,who/do,who/do/they
adamyan,1,did,did/adamyan
galles,1,did,did/galles
operators,1,which/original,which/original/operators
english,1,are,are/english
governs,1,which/mayor,which/mayor/governs
episode,1,did,did/episode
8,1,did/episode,did/episode/8
have,1,which/regions,which/regions/have
produced,1,which/album,which/album/produced
of,1,who,who/of
dm,1,is,is/dm
party,1,is/his,is/his/party
indy,1,how/many,how/many/indy
name,1,which/church,which/church/name
ep,1,which/single,which/single/ep
denny,1,did,did/denny
hulme,1,did/denny,did/denny/hulme
childhood,1,what/was,what/was/childhood
they,1,when/did,when/did/they
name,1,what/original,what/original/name
the,1,who/of,who/of/the
symbol,1,what/religious,what/religious/symbol
structure,1,which/firm,which/firm/structure
with,1,which/province,which/province/with
he,1,where/did,where/did/he
performer,1,which,which/performer
is,1,which/performer,which/performer/is
runs,1,which/operator,which/operator/runs
each,1,what/was,what/was/each
gosnell,1,did/bert,did/bert/gosnell
of,1,which/odds,which/odds/of
was,1,what/race,what/race/was
an,1,which/was,which/was/an
held,1,which/country,which/country/held
earl,1,is,is/earl
marshal,1,is/earl,is/earl/marshal
more,1,who/received,who/received/more
chennai,1,does/the,does/the/chennai
pollard,1,did/gary,did/gary/pollard
odds,1,which,which/odds
came,1,which/race,which/race/came
mark,1,did,did/mark
slavin,1,did/mark,did/mark/slavin
bert,1,did,did/bert
jockeys,1,how/many,how/many/jockeys
join,1,did/sellers,did/sellers/join
sellers,1,did,did/sellers
next,1,which/is,which/is/next
managers,1,how/many,how/many/managers
consectutuive,1,how/many,how/many/consectutuive
play,1,did/bicaj,did/bicaj/play
is,1,which/artist,which/artist/is
28,1,are,are/28
years,1,are/28,are/28/years
only,1,which/team,which/team/only
bicaj,1,did,did/bicaj
earned,1,which/team,which/team/earned
robert,1,did,did/robert
lewin,1,did/robert,did/robert/lewin
built,1,which/builder,which/builder/built
disciplines,1,how/many,how/many/disciplines
military,1,which,which/military
force,1,which/military,which/military/force
shoreside,1,what,what/shoreside
area,1,what/shoreside,what/shoreside/area
now,1,what,what/now
retired,1,what/now,what/now/retired
premiership,1,which,which/premiership
was,1,what/asteroids,what/asteroids/was
title,1,what/original,what/original/title
a,1,which/was,which/was/a
lakes,1,how/many,how/many/lakes
comarques,1,which,which/comarques
of,1,which/comarques,which/comarques/of
specialty,1,what,what/specialty
coaching,1,what/specialty,what/specialty/coaching
range,1,which/mountain,which/mountain/range
inspired,1,which/film,which/film/inspired
is,1,which/premiership,which/premiership/is
serves,1,which/airport,which/airport/serves
neighborhood,1,in/what,in/what/neighborhood
least,1,is,is/least
society,1,what,what/society
of,1,what/society,what/society/of
cheap,1,which,which/cheap
airline,1,which/cheap,which/cheap/airline
duchess,1,what/grand,what/grand/duchess
s,1,which/president,which/president/s
does,1,which/universe,which/universe/does
written,1,what,what/written
work,1,what/written,what/written/work
2018,1,which,which/2018
player,1,which/2018,which/2018/player
on,1,who/starred,who/starred/on
named,1,is,is/named
jacob,1,is/named,is/named/jacob
integral,1,how/many,how/many/integral
universe,1,which,which/universe
glycoside,1,which/flavonol,which/flavonol/glycoside
has,1,which/industry,which/industry/has
home,1,what/stadium,what/stadium/home
a,1,where/is,where/is/a
said,1,are,are/said
to,1,are/said,are/said/to
listeners,1,how/many,how/many/listeners
acquired,1,which/organization,which/organization/acquired
endemic,1,are/they,are/they/endemic
featured,1,which/character,which/character/featured
topographical,1,what,what/topographical
change,1,what/topographical,what/topographical/change
whom,1,is,is/whom
played,1,which/guard,which/guard/played
state,1,by/what,by/what/state
governs,1,who,who/governs
this,1,who/governs,who/governs/this
visible,1,what/is,what/is/visible
borders,1,what/lake,what/lake/borders
angel,1,which,which/angel
does,1,which/angel,which/angel/does
building,1,in/what,in/what/building
retired,1,who/many,who/many/retired
malte,1,how/did,how/did/malte
clan,1,what,what/clan
still,1,what/clan,what/clan/still
squadrons,1,how/many,how/many/squadrons
flavonol,1,which,which/flavonol
was,1,which/battle,which/battle/was
combatant,1,who/was,who/was/combatant
allowed,1,which/activity,which/activity/allowed
was,1,which/territory,which/territory/was
of,1,which/gourp,which/gourp/of
comedy,1,what,what/comedy
tv,1,what/comedy,what/comedy/tv
charted,1,which/album,which/album/charted
plays,1,which/club,which/club/plays
with,1,which/movie,which/movie/with
jobs,1,what,what/jobs
does,1,what/jobs,what/jobs/does
is,1,which/chapter,which/chapter/is
connects,1,which/route,which/route/connects
guadeloupe,1,which,which/guadeloupe
red,1,which/guadeloupe,which/guadeloupe/red
fruit,1,does/the,does/the/fruit
captured,1,which/monarch,which/monarch/captured
birth,1,who/gave,who/gave/birth
were,1,what/honors,what/honors/were
a,1,who/took,who/took/a
was,1,which/site,which/site/was
wars,1,which,which/wars
serve,1,which/wars,which/wars/serve
has,1,which/line,which/line/has
does,1,which/team,which/team/does
hill,1,which,which/hill
borders,1,which/hill,which/hill/borders
honors,1,what,what/honors
idea,1,what/roman,what/roman/idea
runs,1,what/river,what/river/runs
is,1,what/industry,what/industry/is
the,1,who/sang,who/sang/the
khanate,1,which,which/khanate
did,1,which/khanate,which/khanate/did
is,1,which/site,which/site/is
was,1,what/continent,what/continent/was
represents,1,who/currently,who/currently/represents
are,1,what/universities,what/universities/are
year,1,which/championship,which/championship/year
term,1,what,what/term
differs,1,what/term,what/term/differs
departing,1,how/many,how/many/departing
new,1,when/the,when/the/new
sweden,1,which,which/sweden
winner,1,which/sweden,which/sweden/winner
currently,1,who,who/currently
does,1,what/conference,what/conference/does
likely,1,is/least,is/least/likely
luchador,1,when/the,when/the/luchador
located,1,which/stadium,which/stadium/located
sister,1,is/the,is/the/sister
recognizes,1,what/country,what/country/recognizes
effect,1,what,what/effect
on,1,what/effect,what/effect/on
is,1,how/old,how/old/is
who,1,what/actor,what/actor/who
represents,1,which/team,which/team/represents
heads,1,who/presently,who/presently/heads
flows,1,what/river,what/river/flows
are,1,what/color,what/color/are
coast,1,what,what/coast
of,1,what/coast,what/coast/of
reunited,1,which/state,which/state/reunited
represents,1,what/mascot,what/mascot/represents
gave,1,who,who/gave
another,1,what/is,what/is/another
premiered,1,which/network,which/network/premiered
landlocked,1,is/the,is/the/landlocked
desires,1,which/group,which/group/desires
instrument,1,what,what/instrument
or,1,which/provinces,which/provinces/or
was,1,which/member,which/member/was
houses,1,which/parish,which/parish/houses
separates,1,what,what/separates
the,1,what/separates,what/separates/the
the,1,who/do,who/do/the
within,1,which/group,which/group/within
time,1,what/historical,what/historical/time
has,1,what/medal,what/medal/has
school,1,which/one,which/one/school
islands,1,what,what/islands
is,1,what/islands,what/islands/is
temple,1,what,what/temple
is,1,what/temple,what/temple/is
one,1,where/was,where/was/one
company,1,what/other,what/other/company
center,1,what,what/center
is,1,what/center,what/center/is
of,1,what/region,what/region/of
natural,1,what,what/natural
substance,1,what/natural,what/natural/substance
presents,1,who,who/presents
the,1,who/presents,who/presents/the
at,1,who/plays,who/plays/at
departments,1,how/many,how/many/departments
tablelands,1,what,what/tablelands
city,1,what/tablelands,what/tablelands/city
historical,1,which/national,which/national/historical
shares,1,what/state,what/state/shares
in,1,how/tall,how/tall/in
the,1,who,who/the
lifeway,1,who/the,who/the/lifeway
pawina,1,where/did,where/did/pawina
placement,1,what,what/placement
based,1,where/is,where/is/based
said,1,who,who/said
subscribers,1,how/many,how/many/subscribers
does,1,what/river,what/river/does
located,1,is/not,is/not/located
of,1,is/number,is/number/of
actors,1,what/two,what/two/actors
serves,1,what/city,what/city/serves
landmark,1,which,which/landmark
or,1,does/butan,does/butan/or
of,1,what/time,what/time/of
odis,1,how/many,how/many/odis
number,1,is,is/number
year,1,by/what,by/what/year
rice,1,what,what/rice
is,1,what/rice,what/rice/is
60,1,is,is/60
miles,1,is/60,is/60/miles
butan,1,does,does/butan
s,1,which/landmark,which/landmark/s
was,1,what/class,what/class/was
actress,1,what,what/actress
whose,1,what/actress,what/actress/whose
federal,1,are/in,are/in/federal
prehistoric,1,which,which/prehistoric
immigrants,1,which/prehistoric,which/prehistoric/immigrants
cartoon,1,what/international,what/international/cartoon
road,1,which,which/road
was,1,what/placement,what/placement/was
chapter,1,what/original,what/original/chapter
got,1,which/movie,which/movie/got
paul,1,what/was,what/was/paul
tribe,1,what,what/tribe
is,1,what/tribe,what/tribe/is
season,1,what/number,what/number/season
uninterrupted,1,how/many,how/many/uninterrupted
can,1,how/long,how/long/can
asteroids,1,what,what/asteroids
goes,1,which/road,which/road/goes
offenders,1,how/many,how/many/offenders
number,1,which/train,which/train/number
city,1,which/major,which/major/city
main,1,is/the,is/the/main
sigma,1,did/the,did/the/sigma
feature,1,how/many,how/many/feature
manufacturer,1,is/the,is/the/manufacturer
purchased,1,which/group,which/group/purchased
genus,1,what/extinct,what/extinct/genus
director,1,which/1980s,which/1980s/director
ocean,1,which,which/ocean
does,1,which/ocean,which/ocean/does
is,1,what/church,what/church/is
is,1,what/denomination,what/denomination/is
facility,1,which/host,which/host/facility
actors,1,how/many,how/many/actors
run,1,did/it,did/it/run
extinct,1,what,what/extinct
1980s,1,which,which/1980s
comin,1,in/which,in/which/comin
starts,1,what/route,what/route/starts
besides,1,what/industry,what/industry/besides
security,1,what,what/security
is,1,what/security,what/security/is
exchange,1,which,which/exchange
was,1,which/exchange,which/exchange/was
court,1,which/teams,which/teams/court
opened,1,which/president,which/president/opened
situation,1,which,which/situation
comedy,1,which/situation,which/situation/comedy
no,1,who/witnessed,who/witnessed/no
of,1,which/period,which/period/of
benefice,1,which,which/benefice
is,1,which/benefice,which/benefice/is
organized,1,what/did,what/did/organized
taller,1,how/much,how/much/taller
honor,1,what/other,what/other/honor
